250	6.376556
252	6.335404
254	6.294251
256	6.253098
258	6.211946
260	6.170793
262	6.12964
264	6.088487
266	6.047335
268	6.006182
270	5.965029
272	5.923877
274	5.882724
276	5.841571
278	5.800418
280	5.759266
282	5.718113
284	5.67696
286	5.635808
288	5.594655
290	5.553502
292	5.51235
294	5.471197
296	5.430044
298	5.388891
300	5.347739
302	5.306586
304	5.265433
306	5.224281
308	5.183128
310	5.141975
312	5.100822
314	5.05967
316	5.018517
318	4.977364
320	4.936212
322	4.895059
324	4.853906
326	4.812754
328	4.771601
330	4.730448
332	4.689295
334	4.648143
336	4.60699
338	4.565837
340	4.524685
342	4.483532
344	4.442379
346	4.401227
348	4.360074
350	4.318921
352	4.277768
354	4.236616
356	4.195463
358	4.15431
360	4.113158
362	4.072005
364	4.009264
366	3.951178
368	3.933168
370	3.915158
372	3.897148
374	3.858342
376	3.813853
378	3.768476
380	3.73008
382	3.691683
384	3.656849
386	3.632835
388	3.608821
390	3.565005
392	3.511084
394	3.466552
396	3.430556
398	3.366778
400	3.337979
402	3.310279
404	3.288127
406	3.265975
408	3.229824
410	3.181814
412	3.135712
414	3.103692
416	3.071679
418	3.039682
420	3.012038
422	2.988992
424	2.965946
426	2.942901
428	2.919855
430	2.878766
432	2.814747
434	2.775048
436	2.750007
438	2.724966
440	2.699925
442	2.674884
444	2.639075
446	2.603065
448	2.567056
450	2.546093
452	2.530084
454	2.514075
456	2.494247
458	2.446251
460	2.429388
462	2.415666
464	2.401944
466	2.388222
468	2.364402
470	2.335605
472	2.306807
474	2.278009
476	2.254412
478	2.233829
480	2.213246
482	2.194749
484	2.17675
486	2.158751
488	2.144987
490	2.134314
492	2.123642
494	2.112969
496	2.102296
498	2.090528
500	2.07133
502	2.052132
504	2.033341
506	2.018185
508	2.003028
510	1.987871
512	1.973552
514	1.961545
516	1.949538
518	1.937531
520	1.925524
522	1.912508
524	1.898109
526	1.88371
528	1.869311
530	1.853929
532	1.836978
534	1.820027
536	1.803076
538	1.793139
540	1.78354
542	1.773941
544	1.764341
546	1.754742
548	1.745143
550	1.735822
552	1.726532
554	1.717243
556	1.707953
558	1.698663
560	1.689374
562	1.680084
564	1.670795
566	1.661505
568	1.652215
570	1.642926
572	1.633636
574	1.624346
576	1.615057
578	1.605767
580	1.596478
582	1.587188
584	1.577898
586	1.568609
588	1.559319
590	1.550029
592	1.54074
594	1.53145
596	1.522161
598	1.512871
600	1.503581
602	1.494292
604	1.485002
606	1.475712
608	1.466423
610	1.457133
612	1.447843
614	1.438554
616	1.429264
618	1.419975
620	1.410685
622	1.401395
624	1.392106
626	1.382816
628	1.373526
630	1.364237
632	1.354947
634	1.345658
636	1.336368
638	1.327078
640	1.317789
642	1.308499
644	1.299209
646	1.28992
648	1.28063
650	1.271341
652	1.262051
654	1.252761
656	1.243472
658	1.234182
660	1.224892
662	1.215603
664	1.206313
666	1.197024
668	1.187734
670	1.178444
672	1.169155
674	1.159865
676	1.150575
678	1.141286
680	1.131996
682	1.122706
684	1.113417
686	1.104127
688	1.094838
690	1.085548
692	1.076258
694	1.066969
696	1.057679
698	1.048389
700	1.0391
702	1.02981
704	1.020521
706	1.011231
708	1.001941
710	0.992652
712	0.983362
714	0.974072
716	0.964783
718	0.955493
720	0.946204
722	0.936914
724	0.927624
726	0.918335
728	0.909045
730	0.899755
732	0.890466
734	0.881176
736	0.871887
738	0.862597
740	0.853307
742	0.844018
744	0.834728
746	0.825438
748	0.816149
750	0.806859
752	0.79757
754	0.78828
756	0.77899
758	0.769701
760	0.760411
762	0.751121
764	0.741832
766	0.732542
768	0.723252
770	0.713963
772	0.704673
774	0.695384
776	0.686094
778	0.676804
780	0.667515
782	0.658225
784	0.648935
786	0.639646
788	0.630356
790	0.621067
792	0.611777
794	0.602487
796	0.593198
798	0.583908
800	0.574618
802	0.565329
804	0.556039
806	0.54675
808	0.53746
810	0.52817
812	0.518881
814	0.509591
816	0.500301
818	0.491012
820	0.481722
822	0.472433
824	0.463143
826	0.453853
828	0.444564
830	0.435274
832	0.425984
834	0.416695
836	0.407405
838	0.398115
840	0.388826
842	0.379536
844	0.370247
846	0.360957
848	0.351667
850	0.342378
852	0.333088
854	0.323798
856	0.314509
858	0.305219
860	0.29593
862	0.28664
864	0.27735
866	0.268061
868	0.258771
870	0.249481
872	0.240192
874	0.230902
876	0.221613
878	0.212323
880	0.203033
882	0.193744
884	0.184454
886	0.175164
888	0.165875
890	0.156585
892	0.147296
894	0.138006
896	0.128716
898	0.119427
900	0.110137
902	0.100847
904	0.091558
906	0.082268
908	0.072979
910	0.063689
912	0.054399
914	0.04511
916	0.03582
918	0.02653
920	0.017241
922	0.007951
924	-0.001339
926	-0.010628
928	-0.019918
930	-0.029207
932	-0.038497
934	-0.047787
936	-0.057076
938	-0.066366
940	-0.075656
942	-0.084945
944	-0.094235
946	-0.103524
948	-0.112814
950	-0.122104
952	-0.131393
954	-0.140683
956	-0.149973
958	-0.159262
960	-0.168552
962	-0.177841
964	-0.187131
966	-0.196421
968	-0.20571
970	-0.215
972	-0.22429
974	-0.233579
976	-0.242869
978	-0.252158
980	-0.261448
982	-0.270738
984	-0.280027
986	-0.289317
988	-0.298607
990	-0.307896
992	-0.317186
994	-0.326476
996	-0.335765
998	-0.345055
1000	-0.354344
